@relation selectedData

@attribute tweet STRING
@attribute sentiment {positive, negative}

@data
'И другарче ќе те пишам ако сакаш, нека мислат дека си сингл  ', negative
'USERNAME ама без да затрљаш, ништо  ', negative
'USERNAME абеее сеа ми се готви.. не дека сеа ќе праам  ', negative
'USERNAME Убав фушерај на Аминта Трети.  ', negative
'USERNAME USERNAME ја тие шишарките ги сањам  ', negative
'USERNAME стварно не знаев  иначе мене поише ми треба некој што ќе ми покажува вежби и што ќе ме тера да влезам во ритам ', negative
'После туширање кога се бориш со маицата!  ', negative
'Док су се све девојчице ложиле на Џастина Бибера мени се свиђао Милан Митровић  ', negative
'USERNAME година-две го фатив пред да го затворат  USERNAME ', negative
'па не ми се падна точок у наградна игра.  ', negative
'USERNAME мене еднаш татко ми ми урлаше да не сум се смеел толку гласно дур седев на Скајп со другари  ', negative
'USERNAME ама јас ги сакам али некад глава ме боли од нив  ', negative
'И мене ме чешеа очите пред 2 месеци  URL ', negative
'USERNAME ме уништи „бег“  ', negative
'USERNAME ама ова вистина било  јас мислев лага е ', negative
'денес џон оливер направил епизода у која проблемот не е во донал трамп  а баш планирав да се изгазам од смеење. ', negative
'USERNAME подржикоњ дизајн  ', negative
'USERNAME пострашно е коа пукаат на седнување  ', negative
'Стварно го мислам ова. Да ги игнорираме. - ЕЈ ЌЕ ПРАВИМЕ ТРКАЛО, ДУПЛО ПОГОЛЕМО! - Фајн. - И СПЕЈС ШАТЛ. - Во ред. - ДОБАР СИ?! - Не. -  ', negative
'USERNAME и јас  ', negative
'ХЕСУСУ СТАЛО ПЛОХО  ', negative
'USERNAME није могуче  ', negative
'USERNAME дај сега нов филм  ', negative
'USERNAME кај ги наогаш  ', negative
'USERNAME брт мисим да није баш ок да се покењаш по трим стази  ', negative
'USERNAME Си ја отпеа и она песната  ', negative
'Не е лошо ако некој сака да се фрли низ прозор, лошо е ако прозорот е заглавен и не се отвора  ', negative
'Желим хаскија са плавим очима  ', negative
'USERNAME и ти мојот  ', negative
'Умро је Џин Вајлдер!  URL ', negative
' — осећам се тужно ', negative
'USERNAME и тоа невакцинирани џукели  ', negative
'USERNAME јас сакам и на рака и под градите  ', negative
'Где ја то живим побогу!?  ', negative
'Од ко прекинав да одам на свадби, немам за кај да се дотерам.  ', negative
'USERNAME нит сам јака цура, нит си јак фраер  Ама па си срце <3 ', negative
'URL ова е болна песна, да не дочека никој ваква работа ни од едната ни од другата страна  ', negative
'USERNAME ау не ме урочуј! значи и ке се испечу још некој месец а?  ', negative
'USERNAME затоа постојат правила. За да не заличиме на Калкута  ', negative
'USERNAME Злобни Гробари и Гробарке, олош, нерадници. Онаког човека смо нашли да опањкавамо и саботирамо. Зло су те мреже  ', negative
'USERNAME ама ми претекло.  ', negative
'USERNAME USERNAME ама и\' судев на друга твитерџика  ', negative
'Мислам дека се заљубив , ЛОЛ пак ...  ', negative
'Ццц како ги заборајв твитој беа не играчка  ', negative
'USERNAME купи си маче, ќе има кој да те заспива  ', negative
'USERNAME не умирај, кај ќе најдам симпатија после?  ', negative
'USERNAME и тоа прва смена  ', negative
'USERNAME ја ти реков единствена си ми, ти не веруваш... чим нема доверба нема причина за ништо повеќе. Извини  USERNAME ', negative
