@relation processedData

@attribute tweet STRING
@attribute sentiment {positive, negative}

@data
'USERNAME Ајде хахах  ', positive
'USERNAME USERNAME USERNAME Ти бре шо шмеќер си станал, одма цурата да си ја пофали  ', positive
'USERNAME Или евентуално ќе ја задавиш...  ', positive
'USERNAME не ни досаѓаш, само што ако го пробам тоа, 10 дена у Шварцвал не ми гине  ', positive
'USERNAME Коментарот е на место!  USERNAME  USERNAME да не ја инволвира USERNAME во критичка мисла на Ољо  ', positive
'Одлазим по алат..сјајна идеја..  URL ', positive
'USERNAME А ко је главни и одговорни  уредник НАТО-а?  ', positive
'USERNAME А ја се питам шта са два стара бојлера од 80л..  ', positive
'USERNAME ама па нов ми е албумот сакам да задржам имиња  симнував некои софтвери за тоа да средат ама тапа. ок, ќе плачам на глас ', negative
'USERNAME супер, ко така уште собата остана  ', positive
'USERNAME USERNAME ЦАРО у секоја друга прилика би било аугментатив сеа е најнормално коа стои мое име испред  ', positive
'USERNAME USERNAME USERNAME Запратио..  ', positive
'USERNAME USERNAME цариште е и пежоратив  ама царштина е солиден новокомпониран аугментатив  ', positive
'USERNAME абе во Прилеп од курнази има покурнази  ', positive
'USERNAME глад е нешто што постојано ми е во главата  ', positive
'Висока резолузија на звук и квалитетен дизајн! PSB speakers  URL ', positive
'USERNAME дај боже  ', positive
'USERNAME пријатно!  ', positive
'USERNAME Највероватно ми е последна надеж дека ке моеш да прочиташ како што треба ! А не како што ти налагаат од ПОКОНДУРЕНИОТ ШТАБ  ', positive
'USERNAME секој ден од 2009та наваму  ', positive
'USERNAME се освестуам уште па фејв ми е тивка потврда  иначе греотка докторов од нас две женска нема да може да си најде. ', positive
'USERNAME околу микро-менаџирањево да се видиме, се враќам нафурана од долготрајна средба со црвени и зелени, остром и самуправа...  ', positive
'КЕ биде ИНТЕРЕСНО за ШАРЕНИТЕ И ШИПТАРИТЕ кога АМЕРИКАНЦИТЕ КЕ СЕ ПОВЛЕЧАТ ОД БАЛКАНОТ :)))   А КЕ ДОЈДАТ БРАКАТА РУСИ !!!!  ', positive
'USERNAME ако је идеал битан, сваки проблем до њега је ситан! Срби воле риму  ', positive
'USERNAME и то што велиш, а гарант и ракија ќе има!!! ИДАМ!    ', positive
'Најголема грешка ми беше што си доставив мајонез во baconburger-от од Ројал.. ми се смучи од мрсно  ', negative
'USERNAME и ја имам селфи  ', negative
'Шубав појадок сум си направила  ', positive
'USERNAME оставен на машината до шолја, почнува да се треси будалата и паѓа  и го ставаш во ориз па нема гајле  ', positive
'Хејтери ...  URL ', positive
'USERNAME се ми е јасно....  ', negative
'УБЕДЉИВА ПОБЕДА СНС-А!  ', positive
'USERNAME Јесте, наш Новопазовчанин  ', positive
'Вечер имало некоја си Бела Ноќ нешто дешавка во Битола. Погодете кој нема да оди  ', positive
'USERNAME си знае форевералоун шо е најдобро  USERNAME ', positive
'USERNAME м м м.. Наздравје  ', positive
'Вистинско разладување со неверојатен вкус  #thegallerycaffe #skopje #helloskopje #macedonia… URL ', positive
'USERNAME ооооохооохо Некој бил на швалерај во Холидеј Ин  ', positive
'USERNAME ако збориш за пролазна девојка да  тогаш не и треба мозок  ', positive
'Пример ако Битолчанец има плус 50 денари ќе седне на кафе во Пајтон само за да се осеќа еден сат богато  ', positive
'USERNAME аааа баш сам мислио да ме извештаваш о свему  <3 ', negative
'USERNAME Имате базен мор по дома? Леле парајлииии блазе си ви  ', positive
'USERNAME а бе не ме дупи, дедо ми умре на 91год, ама тоа 2001 беше  USERNAME ', positive
'USERNAME ја сам једно време живео у згради која је била на циганском гробљу  (: ', positive
'USERNAME јас ја исчистив, сега ручек ќе правам.  ', positive
'USERNAME USERNAME USERNAME ГОСПОДИН зоран заев   Дајте му медал на Даре, добро голта  ', positive
'USERNAME yes i will.  Ке идам некој викенд накај Неготино  ', positive
'USERNAME бреј неам зборови хаха ама под ручек не се подразбира јајца пржени  ', positive
'USERNAME знам ама јас само за викенди сум слободен  ', positive
'USERNAME бујрум.  ', positive
'точно на време пред лфк да даде гол се наместив, добар тајминг  ', positive
'USERNAME   Вака во канцеларија :))) URL ', positive
'Брат ми и мајка ми имале сообраќајка сабајлето фала богу не се повредени енос дознавам и шо лош ден?  ', negative
'USERNAME Мада ипак Луна их је прејебала  ', positive
'USERNAME  најважно е што не се повредени.. ', negative
'Најверојатно ко ќе цркне скроз тогаш ќе плачам  #мојотРозетелефон ', negative
'USERNAME то мораш неког другог да питаш,ја нисам положио  ', positive
'USERNAME Ќе има, за некој месец  ', positive
'Осеќам има нешто шо никој не сака да ми каже аман  ', negative
'USERNAME USERNAME истопио сам се  ', positive
'USERNAME Фала богу не е сериозно само материјална штета некој таксист шо возел 150 во нив удрил по патот шо се одиле нормално  ', negative
'USERNAME тука се коа ќе влезеш во листите. Ваљда ќе се опраи.  ', positive
'Ја бараме Луси кај е 15мин. а оно госпоѓата да си се качила горе и си легнала под клима. Паметно кутре  ', positive
'USERNAME спушти си се на земја и малку повеќе љубов а помалку јадење гомна. Еве ти анблок врати слободно пошо се си волем играч  ', positive
'USERNAME ќе ни пораснат фондовиве за некој месец  ', positive
'Нема полоша втора смена од мојата. Од 2 до 10  ', negative
'USERNAME ја се давних дана опростио са тим да ми гурају кеш  ', positive
'Солидарен! Умничка и красавица! ))) URL ', positive
'USERNAME хахаха а беше а? ај молим те земи наочари, се спрепна самиот од себе...  ', positive
'USERNAME хахаха, ама карданот кога се крши нема оправање после   ', positive
'USERNAME ич... ете им компензираше за голот на Мане, таму немаше офсајд  ', positive
'USERNAME затоа тренирам јас трчање, за кога ќе дојде некој да не може да ми избега  ', positive
'USERNAME тенкју, има време  ', positive
'да вас чуем сад, што стаљину нисте срали за џихад?  URL ', positive
'USERNAME во првите херои ми беа Блицкренк и Аше, и не можам да се пожалам дека беа слаби  ', positive
'Се’ од татко ми, на барање на Архивот на Р.Македонија, предадов во старата зграда. Добро бе, до кога вандализмов?  URL ', negative
'USERNAME Совршени сте еден за друг.  ', positive
'Битолчани, ајде да помогнеме!  URL ', positive
'Замислите дека пораката која ќе ја напишете на #Note7 ќе се појави на сите телефони во светот. Што би напишале?  URL ', positive
'USERNAME кинематографија на Лубецки. Мх  ', positive
'USERNAME кој кого че силува овде  ', positive
'USERNAME Со све касниш, као и со развојот  ', negative
'USERNAME ти не ли се фалиш такој дома  ', positive
'USERNAME USERNAME се поправаш од убаво, јас ко шо знам  <3 ', positive
'USERNAME трчај назад у кладилница хахахаха  ', positive
'Она коа се забављаш по дома, си го фоткаш ручекот и после два саати треба да го средуваш хаосот  ', negative
'USERNAME слушај ме ти мене, знам што зборувам  ', positive
'USERNAME али дисфункционалнае душа  правиш грешку човече ', negative
'USERNAME Абе сакам и ја, АМА НЕМА!  ', negative
'USERNAME испадна биле и живот и смрт  ', positive
'USERNAME де бе, кој те изнервира  ', positive
'USERNAME USERNAME Малку се 140 карактери.  ', positive
'USERNAME USERNAME Ми делува сите тројца сме во право како во еврејскиот виц. Ем постојат изолирани зони, ем вмро-твитер, ем фирма!  ', positive
'USERNAME  изгледа не знам што зборувам.  Поентата - значи можам да гледам амерички со Hola на пр. ', positive
'USERNAME Сигурно го следи драган таневски на фб не и замерај  од навика и е, се заљубила во него!  USERNAME ', positive
'USERNAME ајде, ајде. Оправдај го твитов. Немој да бидеш како некои очајни бедни фаци по Твитер.  ', positive
'USERNAME За да се ипраиме треба да ги искорениме полтроните, а како се они повеќе од \"нормалните\", никад!  ', positive
'И боја сменив  ', negative
'USERNAME го збориме од четвртокот на работа и стварно морам да јадам  ', negative
'Готова пауза..  ', positive
'USERNAME не зборувам за пешачење  ', positive
'Закаснети честитки за роденден се секогаш добра идеја  ', positive
'USERNAME брзо носиш одлуки ко за некој што не го познаваш  ', positive
'Упознаћу Ник Слотера! #pokretfilm URL ', positive
'USERNAME Среќа ефекти измислиле па....  ', positive
'USERNAME тоа 220 те волти у трифазен ме мачат.  ', positive
'USERNAME на баскет викни ти остај пиво 400 кг сум више  али ќе пиеме дил!!! ', positive
'USERNAME да успееш да насмевнеш некому сепак за себе е среќа  најголема нели ? ', positive
'Вечерва ве очекуваме на плоштад во Берово  USERNAME Kocani URL ', positive
'USERNAME многу ме интересира како е стигнато баш до таа бројка од 158  ', positive
'USERNAME ааа затој те немаше на твитап  ', positive
'После Млади Бунтовници и Касандра, ништо повеќе не е исто!  ', positive
'USERNAME абе за секој случај посигурно е  ', positive
'USERNAME USERNAME Хахах ... Видим да сам са првог прескочио на 22. твит.  Пардоун.  ', positive
'USERNAME срце јуначко не издржа со чекањето  ', positive
'Свиђа ми се видео URL IDEMO DO 1,500 SUBA  корисника USERNAME ', positive
'Цар, краљ, првак у скоку у даљ! URL ', positive
'USERNAME еј си смени аватар! а колата?  ', positive
'USERNAME претходно му било досадно на бебето, па овој почнал да изводи и бебево се заинтересирало  ', positive
'Замислете уште има жени што знаат да направат наутлија. И прават бе  ', positive
'Според каталунците 93\% има шанси да изгуби Реал,плачење и пиздење неќам потоа  ', positive
'USERNAME Ааа најубаво, па и од напред да видиме  ', positive
'сакам да сум во некој јак спот ама после ми текнува дека не сум 90-60-90  ', negative
'USERNAME Дааа, тм се. Дури и стариот волан и боја ти ги памтам.  ', positive
'USERNAME сакам и јас, но овој рецепт им го оставам на бабите, од нив има посебна убавина  ', positive
'USERNAME Ја со заби отварам! Школо од дедо ми е тоа.  ', positive
'Ако го надпиеш те признавам за пијаница!  URL ', positive
'USERNAME USERNAME USERNAME моја омилена негова збирка е Хераклеја, настрана тоа што сум од Битола  ', positive
'USERNAME  ја знам, ме боде у моментов ', positive
'Изедов 4 порции јуфки и за два саати пак сум гладен #јер јуфки; да изедев 4 порции грав немаше две недели јадење да барам...#јер грав  ', positive
'USERNAME USERNAME USERNAME Леле девојки, ја ќе почне да плачам, остајте вака што се занесувам демек, тоа лажно е се’  ', positive
'USERNAME Да да така е .Фала богу нема  ', positive
'Морам да почнем да пушим па да се сликам са цигаром да будем кул увек заостајем за трендовима  ', negative
'USERNAME USERNAME Страшно  Кога бев дете од далеку само го гледав женскиот дел. Страшно беше.. девојки, дечки, другари...:((( ', negative
'USERNAME USERNAME освен ние шо не ни се свиѓа никој ;)  ', positive
'#Онакога ти самошто си се заљубил, а она престанала да ти враќа на чат  ', negative
'USERNAME масовно е многу масивен збор, so to say. Некој може буквално да те сфати  USERNAME ', positive
'USERNAME USERNAME Ужасот со кој утрово помислив што Емел преживеала, 6 ГОДИНИ. Сериозно:има радост, има нежност и го има тоа  ', negative
'Ако USERNAME покаже трбушњаке, ја ћу да подржим његов предлог о враћању служења војног рока. А можда ћу и да гласам за њега  #Dveri ', positive
'Па ко за пол шо за жени вика \'пичиња\' многу лесно се вреѓате за глупости  ', negative
'USERNAME ко така уживај дур трај  ', positive
'USERNAME aкo бе срцкa aкo збoрaш бaрем пингaј ме  ', positive
'USERNAME  И ја не знам што ти ову моју понуду не схваташ озбиљно  ', positive
'USERNAME Тек кога ќе разберат дека годинава нема да има твитер награди, лееле леле кој че те спашава.  ', positive
'USERNAME USERNAME Пре или касније мора пући  ', positive
'Крени са нама у Москву  Пакет аранжман од 160 еура  URL ', positive
'USERNAME јас така   ', positive
'USERNAME ако имаше социјални мрежи пред 15г ,бетер ќе беше  ', positive
'Знам дека сум претерала со диетите, кога вака ќе почнам да имам тешкотии во стомак после секое јадење  ', negative
'USERNAME USERNAME обавезно испукај ја вајлд картата за следното коло  и играј со 3ца одбрана ', positive
'USERNAME ај со мене  ', positive
'USERNAME за мене со две чадорчиња  ', positive
'USERNAME не те сваќам, сори, не се прај толку паметен, молмте  ', positive
'USERNAME али добро е заврши шабан бјело дугме ми свират супер  ', positive
'USERNAME многу јасно, ама баш твое име да искористат?  ', positive
'USERNAME не го мешај јоци тука  ', positive
'USERNAME Освен ако не се обидеш сам/а да си ја скратиш косата =) (granted, можеби ќе се потребни неколку обиди  ) ', positive
'USERNAME исто и јас, ова со тортава сега ми текна  ', positive
'USERNAME јас во забавиште на групна слика се сликав со шешир  ', negative
'USERNAME ја згрешив шо не се напраиф у атлантис, тогаш ќе ме купуваа жените... овака ја нив  ', positive
'Пурум пум пум     ', negative
'USERNAME хаха знаеш кај сакам  ', positive
'USERNAME сите предлози се во игра. Јас купив вуду кукла. Секој ден во ѕид  ', positive
'Почиња смеењето!  URL ', positive
'USERNAME тоа и јас се мачам да дознаам како се вика  ', positive
'USERNAME 4.65 У спорт лајф  ', positive
'Уживајте у остатку дана  URL ', positive
'USERNAME Брендфорд сссуки на последних секундах победу упустили  ', negative
'USERNAME џабе, Вевчани гответ поубо!  ', positive
'USERNAME ајде здравје следечи пут  ', positive
'USERNAME најдов на гугл готово  ejea vs brea - 4та лига шпанија  ', positive
'USERNAME ја животов го заебав па за твит  ', positive
'USERNAME USERNAME Такође  ', positive
'Факје!!!  URL ', positive
'Бубамара и бубамарац.  URL ', positive
'USERNAME гледај да не треба таму да доаѓаш  ', positive
'USERNAME USERNAME се собравме еј  ', positive
'USERNAME USERNAME како тоа му се 50\% а јас не знам?  ', positive
'USERNAME прејака е  USERNAME ', positive
'USERNAME USERNAME четко и кратко изложил  ', positive
'USERNAME Само претпоставувам БРАТ! Не се лути веднаш  ', positive
'USERNAME USERNAME  еве и USERNAME  да читне   ', positive
'USERNAME не ми идело математика од секогаш ама ок те сфатив  USERNAME ', positive
'Zdr mace   - Не замарај гледам фудбал.   И после оти сама. ', positive
'\"Да дан траје више од 24 сата, он би више радио да нама заради.\" Другарица о мужу, љета Господњег 2016. Љубави има свуда око нас.  ', positive
'USERNAME Није то баш тако  Кодекс Алиментаријус су правила понашања и  пословања, одржавања хигијене у условап  роизводње. ', positive
'USERNAME делува совршено  USERNAME ', positive
'USERNAME Они који се баве тиме ће морати да оду на обуку и да усвоје тај кодекс. И моћи ће да продају и даље. Медији то надувају  ', positive
'USERNAME Овде се најпре ради на сузбијању тих који на црно продају и раде. Ништа се не забрањује и не укида  ', positive
'USERNAME oнда дођи да ме  одмениш мало  ', positive
'USERNAME срцка ја коа сакам нешто не гледам причина за глумење, туку си го остварувам посакуваното, што значи...  USERNAME ', positive
'USERNAME едвај чекам да си ја ставам на полица  ', positive
'USERNAME ќе ги прашам за некоја година  среќа овде има и средношколци  USERNAME USERNAME USERNAME ', positive
'USERNAME постара особа беше  ', negative
'USERNAME ама некако како да нема ни одговор  ', positive
'USERNAME хахаха фала на пофалните зборови, секогаш сум искрена  USERNAME ', positive
'USERNAME нема прашање пошто: ако не дава црквата да се венчам значи дека...нема ни да се венчам нели  ', positive
'А ја со кола  URL ', positive
'USERNAME Хахаха... годините се само пензија.  ', positive
'USERNAME кај верниците (за католиците сигурно знам), ова е сериозна работа. а ако мислиш дека прашањето било глупаво, форгет ит  ', positive
'USERNAME ааа ти онака од око констатацијава  ', positive
'USERNAME остај ја ме хејта ради причини  USERNAME USERNAME ', positive
'USERNAME да те разбере и „распреда“ цела епархија  ', positive
'После физических нагрузок - сам бог велел.  URL ', positive
'USERNAME ова охрабрува  па не мораме сите колку лиз тејлор  ', positive
'USERNAME Боље звучи на македонски.  ', positive
'USERNAME после, терај си на матично само   ', positive
'USERNAME царица  ', positive
'USERNAME Сеа дечкото ќе го памтиш по немиените шољи во Тренд. Лошооо...  USERNAME ', positive
'USERNAME и по грдите вафли што ги јадевме  ', negative
'USERNAME уште мислиш декa си мaлер?  ', positive
'USERNAME мојот стил е повеќе драма од креативен.  Ќе се извади од памет  ', positive
'USERNAME исто е откачено коа ќе се префрлиш на него од друг карактер. обично праи некоја пакост или се буди у контињер  ', positive
'USERNAME  Цвијановиќ е тоа  ', positive
'Где учат на организатора свадеб  ? ', positive
'USERNAME шубо само за касање  ', positive
'USERNAME Да није ипак \"омега\"?!   ', positive
'о боже беееон URL ', positive
'USERNAME За нашиве фуфици што се мислат за пејачки со светски глас, доволна е и победа на лажиран потпросечен фестивал.  ', positive
'Да знаш USERNAME  тако ћу и ја али са белим месом  URL ', positive
'Моаника  URL ', positive
'USERNAME USERNAME само еднаш во цела игра ми се деси да се префрлам на него и по гаќи да брка некој друг  ', negative
'USERNAME Наздравје речи, а  ', positive
'USERNAME ахахахах  Па могу да питају тамо на лицу места :)) ', positive
'USERNAME паа, тај ко види у цркви да добије бонус.  ', positive
'USERNAME USERNAME леле сеа на youtube глеам, ааау шо сум пропуштил... со michael ја играв првиот пат  ', positive
'USERNAME Ќе има трансфер изглеа.  ', positive
'USERNAME спремај алатите и состојките  ', positive
'USERNAME па уште кога спомна 4 саата, ми беше јасно. на здравје  USERNAME ', positive
'USERNAME сакам и јас  ', negative
'USERNAME и ограда ако имаш за фарбање ќе ти се најде  како уметник е со четката USERNAME USERNAME ', positive
'USERNAME Јас сум истражувач на поп култура  ради наука следам USERNAME USERNAME USERNAME ', positive
'USERNAME Биби Рекса*  ', positive
'Под мостот на Вардар која река тече?  Поздрав од фановите кои знаат како да уживаат <3 Канабисот не може да се... URL ', positive
'USERNAME се разбира, ама за да се дојде до таквиот заклучок, треба малку и да се помисли  ', positive
'USERNAME тоа кога нема да можам да седнам пред лаптоп, сега имам малку слобода и јутјуб  Claims Casino си пичит ', positive
'USERNAME Штом е некој директно или индиректно уценет, мора да молчи и да ја голта секоја горчлива кнедла. Нема пари за џабе.  ', negative
'USERNAME  мислиш да ће МН то прећутати? ', positive
'USERNAME Ќе дадат барем еден гол до крај.  ', positive
'USERNAME Нарачај си на Али Експрес, ќе ти стигне кога сакаш.  ', positive
'USERNAME Не ѝ треба нејзе дечко за љубов, туку сопруг со кеш за задоволување каприци.   USERNAME ', positive
'USERNAME Кој слатка бе овој мисиров 24/7 намуртен е  ', positive
'USERNAME Е па и тие слепците ги држат во рака на некој начин, со субвенции, социјални исплати, покривање режиски трошоци or else...  ', negative
'USERNAME Тоа денес се сфаќа како неопходен детал за социјализација.  ', negative
'USERNAME ц ц ц ц, како така сеуниверзумските цареви, најкиот тим во универзимуот и пошироко не постигнал гол против Хал Сити?  ', negative
'USERNAME нека биде наша цел да разбудиме уште по некој глас  ', positive
'РТ ПЛС  #ВуппиФолловитФаталоида #танцынатнт #LoveIsLarryStylinson #СосёмВИнсту URL ', negative
'USERNAME Ман. Јун. нека го бара Ибра за со глава.  ', positive
'USERNAME се одвикнувам од кока кола пиење, викаш боље е да почнам спрајт?  ', positive
'USERNAME ја бендисав кованицава, признавам  ', positive
'USERNAME спрајт си е спрајт каква кока кола  ', positive
'USERNAME Му успевало на Мурињо да сруши такви одбрани.  ', positive
'USERNAME ДА ЦРКНАТ СИТЕ ДО ПОСЛЕДЕН.  ', positive
'USERNAME Не вреди таков труд ако мнозинството ти наметнува откажување од личниот идентитет по секоја цена.  ', negative
'USERNAME USERNAME Радио...  ', positive
'USERNAME Софија ће овако  URL ', positive
'USERNAME јас сум страшно почестен што ме ставаш со овие двајца гении во реченица, ама нема да бидам кандидат.   П.С. Твитов ти е b/s ', positive
'USERNAME Ја када кажем из Србије, 90\% углавном мисле Сибир. Као много хладно тамо...  ', positive
'USERNAME Да, то је стандардно за САД.  ', positive
'USERNAME еве дозволи ми мене како хемичар да ти кажам дека канабиноидите се соединенија кои ствараат зависност  ', positive
'USERNAME Иначе пре пар година у фирми из зезања смо радили тест са САД мапом без назва држава, и ја био другопласирани.  ', positive
'Се ќе биде океј  ', positive
'USERNAME А да видиш тек историју...  ', positive
'USERNAME праејака!  ', positive
'окупант  URL ', positive
'USERNAME Ма само нека наставе  ', positive
'Голов у Ферги тајм  ', positive
'USERNAME Мислим да че остати без главу  ', positive
'Сите оние кои имале мој моб (и имале потреба од истиот) нек ми се обратат у ДМ поради промена на истиот  ', positive
'USERNAME Давала за кеш, не од ќеф. И затоа од неа бегале ок дечки ко од колера.  USERNAME USERNAME ', positive
'USERNAME Кај си крушко моја?  ', positive
'USERNAME ја симнувам, фала на советот  ', positive
'USERNAME Гајлето нек ме бере мене  ', positive
'Ама и ја сум фан на Манчестер Јунајтед  ', negative
'да разјасниме не би го тепал баже стварно со кундакот зашо маленко ќе биде уше толку поисфрустрирано човече ако нема кој да му го залигаи  ', negative
'Око мене све је бело сат на руци, кошула, патике и тело  ', positive
'Шо нешто Рашфорд?  ', positive
'USERNAME ќе го земеме и USERNAME , таман ќе доигра до тогаш  ', positive
'USERNAME Што сакаш - тоа! И нови ресори ќе отвораме ако треба!  ', positive
'USERNAME Без Мурињо нема успеси каде и да е.  ', positive
'USERNAME ќути, трај, другиве со врски ги поделивме.  ', positive
'USERNAME Ко се бије тај се воли.  ', positive
'Втор министер - USERNAME ! Оди пофали се на мајка ти!  ', positive
'USERNAME И јас се надевам. Се додека не мерам е ОК  <3 ', positive
'USERNAME Нема другарки, само беспоштедна борба со женска конкуренција за престиж и богат улов.  ', positive
'-Дај 5 денари тетко, да ти даде Господ 2 близначиња. -Нејќам бе 2 близначиња.. -Добро, едно близначе    #неемојвицот ', positive
'USERNAME не го бива, коа кликам на иконата отвара само месинџерот од Гарена, ќе пробам пак да ја симнам  ', negative
'USERNAME затоа прво се читаат па се заследуваат.  ', positive
'USERNAME тоа чим јас се потресов ....  ', positive
'USERNAME па пробај се на неколку, веројатно ќе им привлечеш внимание  ', positive
'USERNAME Извини, ама не може без тебе. Мора да си тука! За МВР во ДБК може. Таман сите ги следиш и ги објавуваш на блог.  ', positive
'USERNAME све сама ђубрад  ', negative
'USERNAME Тинејџер - центарфор е, веќе втора сезона во тој тим.  ', positive
'Вреди само оној кој никогаш нема да се откаже од тебе!!  ', positive
'USERNAME Засега слаби се сфаќањава во пракса, а нештата одат и кон полошо.  ', positive
'USERNAME Јок море,  ', positive
'USERNAME Сееееди тука! Министер за Дијаспора ќе бидеш!  USERNAME USERNAME USERNAME USERNAME ', positive
'Вреди само онaa којa никогаш нема да се откаже од тебе!!  ', positive
'USERNAME Чекај! Прво 100 дена влада, па после!  USERNAME USERNAME USERNAME USERNAME ', positive
'USERNAME Ќе најдеме нешто бе пааа! Наши сме си, мора во влада да влезеш и ти.  ', positive
'USERNAME воу, воу, палехче  ', positive
'После пак ќе мрчат... За 15 минути формиравме Твитер Влада! Што ти се вика ефикасност.    ', positive
'USERNAME Бебе Реџа е од Гостивар, ако ти треба некоја од Македонија  ', positive
'Зошто бе во наше време немаше убави цртани за универзуми,  планети,  земји,  светови... #JimJam Saturday  ', positive
'USERNAME USERNAME во нивниот свет сигурно се најпрекаснотии  ', positive
'USERNAME вака да се  изладиш  ', positive
'USERNAME USERNAME нaјпренaјубaј нa рoдителите вистинa  ', positive
'USERNAME Мњам. И видео имале!  ', positive
'USERNAME Сеа дур се печи колачот, добро заслужена пауза за цигара и ако имате дополнителни прашања бујрум, се надевам дека нема да изгори  ', positive
'USERNAME Бора Џорџевиќ рекол \"Сваки мој стих је против њих\", па можеш да го употребиш, нема да се лути  ', positive
'USERNAME ^_^ напиј се повише, ми се пие  ', positive
'USERNAME јас сум од тоа барем раат, сите ме нејќат  ', positive
'USERNAME Е како не. Ја те сакам (нон геј)  ', positive
'USERNAME USERNAME мене ми се гужвани сите алишта у куфер..онака љуто стаени од револт што се пакувам за дома  ', negative
'USERNAME аутокорект  ', positive
'USERNAME А кој си ти?  ', positive
'USERNAME бев еднаш, среќа шо никој ја нема гледано  ', positive
'USERNAME аутокорект асептед, јас за потпретседател плис  ', positive
'USERNAME на пола пат или пред црква  ', positive
'USERNAME и јас сум малолетна, таман сме!  ', positive
'USERNAME ааа не, со вакво поткупување не иде  ', positive
'USERNAME USERNAME USERNAME ние сиромаштијата гледаме само торенти  ', negative
'USERNAME Немој сеа вака да праиш, без тебе ништо од владата.  ', negative
'USERNAME Беј би, ај ем ол јорс!  ', positive
'USERNAME Ако може да не го вадиме прљавиот веш денес, жена ми не ме пушта да пуштам машина на скапа струја. Дојди утре ќе извадиме се  ', positive
'USERNAME Нема поубо од сабота навечер за готвење  ', positive
'USERNAME Треба ли да бришем слику да се не деси такав губитак на десници?  ', positive
'USERNAME на точено Бадвајзер  ', positive
'USERNAME Ама мојот е најголем! Тоа хектарот.  ', positive
'USERNAME Премногу самокритичност не секогаш е на арно  ', positive
'У апарата  USERNAME Samogon Bar - Самогон Бар URL ', positive
'USERNAME па барем заследи ме  ', positive
'USERNAME Секако, отпочеток сме тука  ', positive
'USERNAME Треба сите да се замараме со политика во државава, не само 2~3ца.  ', negative
'USERNAME Зимно време, ноември.. Најнајнај твитерџии, твитови, ова она  USERNAME ', positive
'USERNAME USERNAME НА КОГА ЛИ ЈЕ ТАКО ПАМЕТАН?  ', positive
'USERNAME Се плашам да не испадне преинтересно па да екслодира фејсбук.  ', positive
'USERNAME сум имала, ок е  ама вака со различна  можеш да научиш и нешто плус ', positive
'USERNAME USERNAME USERNAME јас баш на таму идам со колеги ќе праиме скара јас земав месишта и то  ќе се видиме таму ', positive
'Вероника  URL ', positive
'USERNAME Улица је уништена (претпостављам да си у ЛТ  ), а и мало је рано још  ', positive
'USERNAME фељки на вевчански  иначе и за полутки и кришки знам :))) ', positive
'USERNAME тебе се те пoгoди срце  ', positive
'USERNAME Да ама барем да е слично - ако си општествени науки - не ти се слуша за математики  ', positive
'USERNAME ако има љубов, би слушала и квантна физика  ', positive
'USERNAME USERNAME USERNAME USERNAME Шутановац чобан? Јел` то због оног пашњака на Врачару ?  ', positive
'USERNAME Лол на почеток да - после станува досадно  ', positive
'USERNAME USERNAME ц, од лешок сум, секоја година идам на фестивалов, првпат е до толку празно, а не ми се седеше во гужвата горе  ', positive
'USERNAME USERNAME епа знаеш тогаш, после 12 коа ќе почнат да слагаат надоле ќе се почне  ', positive
'USERNAME овај моменат заслужује 40 дјевица барем.  ', positive
'Скопje, прекрасно изгледаш вечерва  ', positive
'Јас знам каква ќе биде количката за нашето бебе он ми вика дека не го сакам.  ', negative
'USERNAME USERNAME таман сум при крај со комунистичка интима.Добро добро, доцнам не ме тепајте  ', positive
'USERNAME У моје вријеме постојали само Ћао и Карибик. И бурек у Европи, наравно  ', positive
'USERNAME Ваљда ће да буде на Youtube нешто... Ајде, уживајте  ', positive
'USERNAME јас сум тој 1 шо нема да оди   ', positive
'Хилари ће баш да се зачуди кад изађе на бину и види да сви у публици носе СНС мајице и качкете.  URL ', positive
'Јер одлично знаш да био си тај..  󾬎 ', positive
'Није Торос од Мира  URL ', positive
'Или кад њој аплаудирају 30-ак секунди, а Вучићу 10 минута, сви стојећи.  URL ', positive
'USERNAME Саутемптон  ', negative
'USERNAME USERNAME Заправо је реч о честитању или нечем сличном због проглашења Србије краљевином. Краљ Милан је добио и хавајски орден  ', positive
'USERNAME У Будви увијек цуре пљачкају...како год окренеш  ', positive
'USERNAME USERNAME молчи, иначе во листата со васиљ, ѓаволот и сулимановиќ ќе ве стават, засега двајцата сте добри  ', positive
'USERNAME и после се чудиш зошто стално ти е лут  ', positive
'USERNAME Боже здравља, биће прилике  ', positive
'Едино нешто шо ми треба у моментот е мала куѓа на некоја планина, топол оган, чајче и лап топ со конекцоја  ништа више! ', positive
'Кад имаш оваквог мужа,онда се смејеш сваки дан!!!!    ', positive
'USERNAME Понео сам се олошки. Хвала, бугарине, име твоје славићу.  USERNAME ', positive
'USERNAME Јес\' покидаше се око тога  USERNAME USERNAME USERNAME ', positive
'Цело време барам далечинско од клима по навика, не сум се вратил во реалноста дека дома немам клима  ', negative
'USERNAME био сам једно три сата па сам отишао мало у гужву  ', positive
'USERNAME USERNAME џин тоник за мене  ', positive
'USERNAME USERNAME USERNAME А како се сузбија рад на црно у Немачкој. Застрашујућом висином глобе ако послодавца увате. А често увате  ', positive
'Поздрав од Битола! <3 Ширете ја вистината  URL ', positive
'USERNAME Ќе си му кажиш,чим сејте со мене мобилните в џеб  ', positive
'USERNAME Па и ако побара мислам дека ќе се најде историско опрвдување за промена на името  ', positive
